"","treat","Annualinc","Annualexp","redeff","age","distance","weights"
"40405",1,0,0,0,0,0.784583331571564,1
"40406",1,0,0,0,0,0.784583331571564,1
"40407",1,0,0,0,0,0.784583331571564,1
"40408",1,0,0,0,0,0.784583331571564,1
"40409",1,0,0,0,0,0.784583331571564,1
"40410",1,0,0,0,0,0.784583331571564,1
"40411",1,0,0,0,0,0.784583331571564,1
"40412",1,0,0,0,0,0.784583331571564,1
"40413",1,0,0,0,0,0.784583331571564,1
"40414",1,0,0,0,0,0.784583331571564,1
"40415",1,0,0,0,0,0.784583331571564,1
"40416",1,0,0,0,0,0.784583331571564,1
"40417",1,0,0,0,0,0.784583331571564,1
"40418",1,0,0,0,0,0.784583331571564,1
"40419",1,0,0,0,0,0.784583331571564,1
"40420",1,0,0,0,0,0.784583331571564,1
"40421",1,0,0,0,0,0.784583331571564,1
"40422",1,0,0,0,0,0.784583331571564,1
"40423",1,0,0,0,0,0.784583331571564,1
"40424",1,0,0,0,0,0.784583331571564,1
"40425",1,0,0,0,0,0.784583331571564,1
"40426",1,0,0,0,0,0.784583331571564,1
"40427",1,0,0,0,0,0.784583331571564,1
"40428",1,0,0,0,0,0.784583331571564,1
"40429",1,0,0,0,0,0.784583331571564,1
"40430",1,0,0,0,0,0.784583331571564,1
"40431",1,0,0,0,0,0.784583331571564,1
"40432",1,0,0,0,0,0.784583331571564,1
"40433",1,0,0,0,0,0.784583331571564,1
"40434",1,0,0,0,0,0.784583331571564,1
"40435",1,0,0,0,0,0.784583331571564,1
"40436",1,0,0,0,0,0.784583331571564,1
"40437",1,0,0,0,0,0.784583331571564,1
"40438",1,0,0,0,0,0.784583331571564,1
"40439",1,0,0,0,0,0.784583331571564,1
"40440",1,0,0,0,0,0.784583331571564,1
"40441",1,0,0,0,0,0.784583331571564,1
"40442",1,0,0,0,0,0.784583331571564,1
"40443",1,0,0,0,0,0.784583331571564,1
"40444",1,0,0,0,0,0.784583331571564,1
"40445",1,0,0,0,0,0.784583331571564,1
"40446",1,0,0,0,0,0.784583331571564,1
"40447",1,0,0,0,0,0.784583331571564,1
"40448",1,0,0,0,0,0.784583331571564,1
"40449",1,0,0,0,0,0.784583331571564,1
"40450",1,0,0,0,0,0.784583331571564,1
"40451",1,0,0,0,0,0.784583331571564,1
"40452",1,0,0,0,0,0.784583331571564,1
"40453",1,0,0,0,0,0.784583331571564,1
"40454",1,0,0,0,0,0.784583331571564,1
"40455",1,0,0,0,0,0.784583331571564,1
"40456",1,0,0,0,0,0.784583331571564,1
"40457",1,0,0,0,0,0.784583331571564,1
"40458",1,0,0,0,0,0.784583331571564,1
"40459",1,0,0,0,0,0.784583331571564,1
"40460",1,0,0,0,0,0.784583331571564,1
"40461",1,0,0,0,0,0.784583331571564,1
"40462",1,0,0,0,0,0.784583331571564,1
"40463",1,0,0,0,0,0.784583331571564,1
"40464",1,0,0,0,0,0.784583331571564,1
"40465",1,0,0,0,0,0.784583331571564,1
"40466",1,0,0,0,0,0.784583331571564,1
"40467",1,0,0,0,0,0.784583331571564,1
"40468",1,0,0,0,0,0.784583331571564,1
"40469",1,0,0,0,0,0.784583331571564,1
"40470",1,0,0,0,0,0.784583331571564,1
"40471",1,0,0,0,0,0.784583331571564,1
"40472",1,0,0,0,0,0.784583331571564,1
"40473",1,0,0,0,0,0.784583331571564,1
"40474",1,0,0,0,0,0.784583331571564,1
"40475",1,0,0,0,0,0.784583331571564,1
"40476",1,0,0,0,0,0.784583331571564,1
"40477",1,0,0,0,0,0.784583331571564,1
"40478",1,0,0,0,0,0.784583331571564,1
"40479",1,0,0,0,0,0.784583331571564,1
"40480",1,0,0,0,0,0.784583331571564,1
"40481",1,0,0,0,0,0.784583331571564,1
"40482",1,0,0,0,0,0.784583331571564,1
"40483",1,0,0,0,0,0.784583331571564,1
"40484",1,0,0,0,0,0.784583331571564,1
"40485",1,0,0,0,0,0.784583331571564,1
"40486",1,0,0,0,0,0.784583331571564,1
"40487",1,0,0,0,0,0.784583331571564,1
"40488",1,0,0,0,0,0.784583331571564,1
"40489",1,0,0,0,0,0.784583331571564,1
"40490",1,0,0,0,0,0.784583331571564,1
"40491",1,0,0,0,0,0.784583331571564,1
"40492",1,0,0,0,0,0.784583331571564,1
"40493",1,0,0,0,0,0.784583331571564,1
"40494",1,0,0,0,0,0.784583331571564,1
"40495",1,0,0,0,0,0.784583331571564,1
"40496",1,0,0,0,0,0.784583331571564,1
"40497",1,0,0,0,0,0.784583331571564,1
"40498",1,0,0,0,0,0.784583331571564,1
"40499",1,0,0,0,0,0.784583331571564,1
"40500",1,0,0,0,0,0.784583331571564,1
"40501",1,0,0,0,0,0.784583331571564,1
"40502",1,0,0,0,0,0.784583331571564,1
"40503",1,0,0,0,0,0.784583331571564,1
"40504",1,0,0,0,0,0.784583331571564,1
"40505",1,0,0,0,0,0.784583331571564,1
"40506",1,0,0,0,0,0.784583331571564,1
"40507",1,0,0,0,0,0.784583331571564,1
"40508",1,0,0,0,0,0.784583331571564,1
"40509",1,0,0,0,0,0.784583331571564,1
"40510",1,0,0,0,0,0.784583331571564,1
"40511",1,0,0,0,0,0.784583331571564,1
"40512",1,0,0,0,0,0.784583331571564,1
"40513",1,0,0,0,0,0.784583331571564,1
"40514",1,0,0,0,0,0.784583331571564,1
"40515",1,0,0,0,0,0.784583331571564,1
"40516",1,0,0,0,0,0.784583331571564,1
"40517",1,0,0,0,0,0.784583331571564,1
"40518",1,0,0,0,0,0.784583331571564,1
"40519",1,0,0,0,0,0.784583331571564,1
"40520",1,0,0,0,0,0.784583331571564,1
"40521",1,0,0,0,0,0.784583331571564,1
"40522",1,0,0,0,0,0.784583331571564,1
"40523",1,0,0,0,0,0.784583331571564,1
"40524",1,0,0,0,0,0.784583331571564,1
"40525",1,0,0,0,0,0.784583331571564,1
"40526",1,0,0,0,0,0.784583331571564,1
"40527",1,0,0,0,0,0.784583331571564,1
"40528",1,0,0,0,0,0.784583331571564,1
"40529",1,0,0,0,0,0.784583331571564,1
"40530",1,0,0,0,0,0.784583331571564,1
"40531",1,0,0,0,0,0.784583331571564,1
"40532",1,0,0,0,0,0.784583331571564,1
"40533",1,0,0,0,0,0.784583331571564,1
"40534",1,0,0,0,0,0.784583331571564,1
"40535",1,0,0,0,0,0.784583331571564,1
"40536",1,0,0,0,0,0.784583331571564,1
"40537",1,0,0,0,0,0.784583331571564,1
"40538",1,0,0,0,0,0.784583331571564,1
"40539",1,0,0,0,0,0.784583331571564,1
"40540",1,0,0,0,0,0.784583331571564,1
"40541",1,0,0,0,0,0.784583331571564,1
"40542",1,0,0,0,0,0.784583331571564,1
"40543",1,0,0,0,0,0.784583331571564,1
"40544",1,0,0,0,0,0.784583331571564,1
"40545",1,0,0,0,0,0.784583331571564,1
"40546",1,0,0,0,0,0.784583331571564,1
"40547",1,0,0,0,0,0.784583331571564,1
"40548",1,0,0,0,0,0.784583331571564,1
"40549",1,0,0,0,0,0.784583331571564,1
"40550",1,0,0,0,0,0.784583331571564,1
"40551",1,0,0,0,0,0.784583331571564,1
"40552",1,0,0,0,0,0.784583331571564,1
"40553",1,0,0,0,0,0.784583331571564,1
"40554",1,0,0,0,0,0.784583331571564,1
"40555",1,0,0,0,0,0.784583331571564,1
"40556",1,0,0,0,0,0.784583331571564,1
"40557",1,0,0,0,0,0.784583331571564,1
"40558",1,0,0,0,0,0.784583331571564,1
"40559",1,0,0,0,0,0.784583331571564,1
"40560",1,0,0,0,0,0.784583331571564,1
"40561",1,0,0,0,0,0.784583331571564,1
"40562",1,0,0,0,0,0.784583331571564,1
"40563",1,0,0,0,0,0.784583331571564,1
"40564",1,0,0,0,0,0.784583331571564,1
"40565",1,0,0,0,0,0.784583331571564,1
"40566",1,0,0,0,0,0.784583331571564,1
"40567",1,0,0,0,0,0.784583331571564,1
"40568",1,0,0,0,0,0.784583331571564,1
"40569",1,0,0,0,0,0.784583331571564,1
"40570",1,0,0,0,0,0.784583331571564,1
"40571",1,0,0,0,0,0.784583331571564,1
"40572",1,0,0,0,0,0.784583331571564,1
"40573",1,0,0,0,0,0.784583331571564,1
"40574",1,0,0,0,0,0.784583331571564,1
"40575",1,0,0,0,0,0.784583331571564,1
"40576",1,0,0,0,0,0.784583331571564,1
"40577",1,0,0,0,0,0.784583331571564,1
"40578",1,0,0,0,0,0.784583331571564,1
"40579",1,0,0,0,0,0.784583331571564,1
"40580",1,0,0,0,0,0.784583331571564,1
"40581",1,0,0,0,0,0.784583331571564,1
"40582",1,0,0,0,0,0.784583331571564,1
"40583",1,0,0,0,0,0.784583331571564,1
"40584",1,0,0,0,0,0.784583331571564,1
"40585",1,0,0,0,0,0.784583331571564,1
"40586",1,0,0,0,0,0.784583331571564,1
"40587",1,0,0,0,0,0.784583331571564,1
"40588",1,0,0,0,0,0.784583331571564,1
"40589",1,0,0,0,0,0.784583331571564,1
"40590",1,0,0,0,0,0.784583331571564,1
"40591",1,0,0,0,0,0.784583331571564,1
"40592",1,0,0,0,0,0.784583331571564,1
"40593",1,0,0,0,0,0.784583331571564,1
"40594",1,0,0,0,0,0.784583331571564,1
"40595",1,0,0,0,0,0.784583331571564,1
"40596",1,0,0,0,0,0.784583331571564,1
"40597",1,0,0,0,0,0.784583331571564,1
"40598",1,0,0,0,0,0.784583331571564,1
"40599",1,0,0,0,0,0.784583331571564,1
"40600",1,0,0,0,0,0.784583331571564,1
"40601",1,0,0,0,0,0.784583331571564,1
"40602",1,0,0,0,0,0.784583331571564,1
"40603",1,0,0,0,0,0.784583331571564,1
"40604",1,0,0,0,0,0.784583331571564,1
"40605",1,0,0,0,0,0.784583331571564,1
"40606",1,0,0,0,0,0.784583331571564,1
"40607",1,0,0,0,0,0.784583331571564,1
"40608",1,0,0,0,0,0.784583331571564,1
"40609",1,0,0,0,0,0.784583331571564,1
"40610",1,0,0,0,0,0.784583331571564,1
"40611",1,0,0,0,0,0.784583331571564,1
"40612",1,0,0,0,0,0.784583331571564,1
"40613",1,0,0,0,0,0.784583331571564,1
"40614",1,0,0,0,0,0.784583331571564,1
"40615",1,0,0,0,0,0.784583331571564,1
"40616",1,0,0,0,0,0.784583331571564,1
"40617",1,0,0,0,0,0.784583331571564,1
"40618",1,0,0,0,0,0.784583331571564,1
"40619",1,0,0,0,0,0.784583331571564,1
"40620",1,0,0,0,0,0.784583331571564,1
"40621",1,0,0,0,0,0.784583331571564,1
"40622",1,0,0,0,0,0.784583331571564,1
"40623",1,0,0,0,0,0.784583331571564,1
"40624",1,0,0,0,0,0.784583331571564,1
"40625",1,0,0,0,0,0.784583331571564,1
"40626",1,0,0,0,0,0.784583331571564,1
"40627",1,0,0,0,0,0.784583331571564,1
"40628",1,0,0,0,0,0.784583331571564,1
"40629",1,0,0,0,0,0.784583331571564,1
"40630",1,0,0,0,0,0.784583331571564,1
"40631",1,0,0,0,0,0.784583331571564,1
"40632",1,0,0,0,0,0.784583331571564,1
"40633",1,0,0,0,0,0.784583331571564,1
"40634",1,0,0,0,0,0.784583331571564,1
"40635",1,0,0,0,0,0.784583331571564,1
"40636",1,0,0,0,0,0.784583331571564,1
"40637",1,0,0,0,0,0.784583331571564,1
"40638",1,0,0,0,0,0.784583331571564,1
"40639",1,0,0,0,0,0.784583331571564,1
"40640",1,0,0,0,0,0.784583331571564,1
"40641",1,0,0,0,0,0.784583331571564,1
"40642",1,0,0,0,0,0.784583331571564,1
"40643",1,0,0,0,0,0.784583331571564,1
"40644",1,0,0,0,0,0.784583331571564,1
"40645",1,0,0,0,0,0.784583331571564,1
"40646",1,0,0,0,0,0.784583331571564,1
"40647",1,0,0,0,0,0.784583331571564,1
"40648",1,0,0,0,0,0.784583331571564,1
"40649",1,0,0,0,0,0.784583331571564,1
"40650",1,0,0,0,0,0.784583331571564,1
"40651",1,0,0,0,0,0.784583331571564,1
"40652",1,0,0,0,0,0.784583331571564,1
"40653",1,0,0,0,0,0.784583331571564,1
"40654",1,0,0,0,0,0.784583331571564,1
"40655",1,0,0,0,0,0.784583331571564,1
"40656",1,0,0,0,0,0.784583331571564,1
"40657",1,0,0,0,0,0.784583331571564,1
"40658",1,0,0,0,0,0.784583331571564,1
"40659",1,0,0,0,0,0.784583331571564,1
"40660",1,0,0,0,0,0.784583331571564,1
"40661",1,0,0,0,0,0.784583331571564,1
"40662",1,0,0,0,0,0.784583331571564,1
"40663",1,0,0,0,0,0.784583331571564,1
"40664",1,0,0,0,0,0.784583331571564,1
"40665",1,0,0,0,0,0.784583331571564,1
"40666",1,0,0,0,0,0.784583331571564,1
"40667",1,0,0,0,0,0.784583331571564,1
"40668",1,0,0,0,0,0.784583331571564,1
"40669",1,0,0,0,0,0.784583331571564,1
"40670",1,0,0,0,0,0.784583331571564,1
"40671",1,0,0,0,0,0.784583331571564,1
"40672",1,0,0,0,0,0.784583331571564,1
"40673",1,0,0,0,0,0.784583331571564,1
"40674",1,0,0,0,0,0.784583331571564,1
"40675",1,0,0,0,0,0.784583331571564,1
"40676",1,0,0,0,0,0.784583331571564,1
"40677",1,0,0,0,0,0.784583331571564,1
"40678",1,0,0,0,0,0.784583331571564,1
"40679",1,0,0,0,0,0.784583331571564,1
"40680",1,0,0,0,0,0.784583331571564,1
"40681",1,0,0,0,0,0.784583331571564,1
"40682",1,0,0,0,0,0.784583331571564,1
"40683",1,0,0,0,0,0.784583331571564,1
"40684",1,0,0,0,0,0.784583331571564,1
"40685",1,0,0,0,0,0.784583331571564,1
"40686",1,0,0,0,0,0.784583331571564,1
"40687",1,0,0,0,0,0.784583331571564,1
"40688",1,0,0,0,0,0.784583331571564,1
"40689",1,0,0,0,0,0.784583331571564,1
"40690",1,0,0,0,0,0.784583331571564,1
"40691",1,0,0,0,0,0.784583331571564,1
"40692",1,0,0,0,0,0.784583331571564,1
"40693",1,0,0,0,0,0.784583331571564,1
"40694",1,0,0,0,0,0.784583331571564,1
"40695",1,0,0,0,0,0.784583331571564,1
"40696",1,0,0,0,0,0.784583331571564,1
"40697",1,0,0,0,0,0.784583331571564,1
"40698",1,0,0,0,0,0.784583331571564,1
"40699",1,0,0,0,0,0.784583331571564,1
"40700",1,0,0,0,0,0.784583331571564,1
"40701",1,0,0,0,0,0.784583331571564,1
"40702",1,0,0,0,0,0.784583331571564,1
"40703",1,0,0,0,0,0.784583331571564,1
"40704",1,0,0,0,0,0.784583331571564,1
"40705",1,0,0,0,0,0.784583331571564,1
"40706",1,0,0,0,0,0.784583331571564,1
"40707",1,0,0,0,0,0.784583331571564,1
"40708",1,0,0,0,0,0.784583331571564,1
"40709",1,0,0,0,0,0.784583331571564,1
"40710",1,0,0,0,0,0.784583331571564,1
"40711",1,0,0,0,0,0.784583331571564,1
"40712",1,0,0,0,0,0.784583331571564,1
"40713",1,0,0,0,0,0.784583331571564,1
"40714",1,0,0,0,0,0.784583331571564,1
"40715",1,0,0,0,0,0.784583331571564,1
"40716",1,0,0,0,0,0.784583331571564,1
"40717",1,0,0,0,0,0.784583331571564,1
"40718",1,0,0,0,0,0.784583331571564,1
"40719",1,0,0,0,0,0.784583331571564,1
"40720",1,0,0,0,0,0.784583331571564,1
"40721",1,0,0,0,0,0.784583331571564,1
"40722",1,0,0,0,0,0.784583331571564,1
"40723",1,0,0,0,0,0.784583331571564,1
"40724",1,0,0,0,0,0.784583331571564,1
"40725",1,0,0,0,0,0.784583331571564,1
"40726",1,0,0,0,0,0.784583331571564,1
"40727",1,0,0,0,0,0.784583331571564,1
"40728",1,0,0,0,0,0.784583331571564,1
"40729",1,0,0,0,0,0.784583331571564,1
"40730",1,0,0,0,0,0.784583331571564,1
"40731",1,0,0,0,0,0.784583331571564,1
"40732",1,0,0,0,0,0.784583331571564,1
"40733",1,0,0,0,0,0.784583331571564,1
"40734",1,0,0,0,0,0.784583331571564,1
"40735",1,0,0,0,0,0.784583331571564,1
"40736",1,0,0,0,0,0.784583331571564,1
"40737",1,0,0,0,0,0.784583331571564,1
"40738",1,0,0,0,0,0.784583331571564,1
"40739",1,0,0,0,0,0.784583331571564,1
"40740",1,0,0,0,0,0.784583331571564,1
"40741",1,0,0,0,0,0.784583331571564,1
"40742",1,0,0,0,0,0.784583331571564,1
"40743",1,0,0,0,0,0.784583331571564,1
"40744",1,0,0,0,0,0.784583331571564,1
"40745",1,0,0,0,0,0.784583331571564,1
"40746",1,0,0,0,0,0.784583331571564,1
"40747",1,0,0,0,0,0.784583331571564,1
"40748",1,0,0,0,0,0.784583331571564,1
"40749",1,0,0,0,0,0.784583331571564,1
"40750",1,0,0,0,0,0.784583331571564,1
"40751",1,0,0,0,0,0.784583331571564,1
"40752",1,0,0,0,0,0.784583331571564,1
"40753",1,0,0,0,0,0.784583331571564,1
"40754",1,0,0,0,0,0.784583331571564,1
"40755",1,0,0,0,0,0.784583331571564,1
"40756",1,0,0,0,0,0.784583331571564,1
"40757",1,0,0,0,0,0.784583331571564,1
"40758",1,0,0,0,0,0.784583331571564,1
"40759",1,0,0,0,0,0.784583331571564,1
"40760",1,0,0,0,0,0.784583331571564,1
"40761",1,0,0,0,0,0.784583331571564,1
"40762",1,0,0,0,0,0.784583331571564,1
"40763",1,0,0,0,0,0.784583331571564,1
"40764",1,0,0,0,0,0.784583331571564,1
"40765",1,0,0,0,0,0.784583331571564,1
"40766",1,0,0,0,0,0.784583331571564,1
"40767",1,0,0,0,0,0.784583331571564,1
"40768",1,0,0,0,0,0.784583331571564,1
"40769",1,0,0,0,0,0.784583331571564,1
"40770",1,0,0,0,0,0.784583331571564,1
"40771",1,0,0,0,0,0.784583331571564,1
"40772",1,0,0,0,0,0.784583331571564,1
"40773",1,0,0,0,0,0.784583331571564,1
"40774",1,0,0,0,0,0.784583331571564,1
"40775",1,0,0,0,0,0.784583331571564,1
"40776",1,0,0,0,0,0.784583331571564,1
"40777",1,0,0,0,0,0.784583331571564,1
"40778",1,0,0,0,0,0.784583331571564,1
"40779",1,0,0,0,0,0.784583331571564,1
"40780",1,0,0,0,0,0.784583331571564,1
"40781",1,0,0,0,0,0.784583331571564,1
"40782",1,0,0,0,0,0.784583331571564,1
"40783",1,0,0,0,0,0.784583331571564,1
"40784",1,0,0,0,0,0.784583331571564,1
"40785",1,0,0,0,0,0.784583331571564,1
"40786",1,0,0,0,0,0.784583331571564,1
"40787",1,0,0,0,0,0.784583331571564,1
"40788",1,0,0,0,0,0.784583331571564,1
"40789",1,0,0,0,0,0.784583331571564,1
"40790",1,0,0,0,0,0.784583331571564,1
"40791",1,0,0,0,0,0.784583331571564,1
"40792",1,0,0,0,0,0.784583331571564,1
"40793",1,0,0,0,0,0.784583331571564,1
"40794",1,0,0,0,0,0.784583331571564,1
"40795",1,0,0,0,0,0.784583331571564,1
"40796",1,0,0,0,0,0.784583331571564,1
"40797",1,0,0,0,0,0.784583331571564,1
"40798",1,0,0,0,0,0.784583331571564,1
"40799",1,0,0,0,0,0.784583331571564,1
"40800",1,0,0,0,0,0.784583331571564,1
"40801",1,0,0,0,0,0.784583331571564,1
"40802",1,0,0,0,0,0.784583331571564,1
"40803",1,0,0,0,0,0.784583331571564,1
"40804",1,0,0,0,0,0.784583331571564,1
"40805",1,0,0,0,0,0.784583331571564,1
"40806",1,0,0,0,0,0.784583331571564,1
"40807",1,0,0,0,0,0.784583331571564,1
"40808",1,0,0,0,0,0.784583331571564,1
"40809",1,0,0,0,0,0.784583331571564,1
"40810",1,0,0,0,0,0.784583331571564,1
"40811",1,0,0,0,0,0.784583331571564,1
"40812",1,0,0,0,0,0.784583331571564,1
"40813",1,0,0,0,0,0.784583331571564,1
"40814",1,0,0,0,0,0.784583331571564,1
"40815",1,0,0,0,0,0.784583331571564,1
"40816",1,0,0,0,0,0.784583331571564,1
"40817",1,0,0,0,0,0.784583331571564,1
"40818",1,0,0,0,0,0.784583331571564,1
"40819",1,0,0,0,0,0.784583331571564,1
"40820",1,0,0,0,0,0.784583331571564,1
"40821",1,0,0,0,0,0.784583331571564,1
"40822",1,0,0,0,0,0.784583331571564,1
"40823",1,0,0,0,0,0.784583331571564,1
"40824",1,0,0,0,0,0.784583331571564,1
"40825",1,0,0,0,0,0.784583331571564,1
"40826",1,0,0,0,0,0.784583331571564,1
"40827",1,0,0,0,0,0.784583331571564,1
"40828",1,0,0,0,0,0.784583331571564,1
"40829",1,0,0,0,0,0.784583331571564,1
"40830",1,0,0,0,0,0.784583331571564,1
"40831",1,0,0,0,0,0.784583331571564,1
"40832",1,0,0,0,0,0.784583331571564,1
"40833",1,0,0,0,0,0.784583331571564,1
"40834",1,0,0,0,0,0.784583331571564,1
"40835",1,0,0,0,0,0.784583331571564,1
"40836",1,0,0,0,0,0.784583331571564,1
"40837",1,0,0,0,0,0.784583331571564,1
"40838",1,0,0,0,0,0.784583331571564,1
"40839",1,0,0,0,0,0.784583331571564,1
"40840",1,0,0,0,0,0.784583331571564,1
"40841",1,0,0,0,0,0.784583331571564,1
"40842",1,0,0,0,0,0.784583331571564,1
"40843",1,0,0,0,0,0.784583331571564,1
"40844",1,0,0,0,0,0.784583331571564,1
"40845",1,0,0,0,0,0.784583331571564,1
"40846",1,0,0,0,0,0.784583331571564,1
"40847",1,0,0,0,0,0.784583331571564,1
"40848",1,0,0,0,0,0.784583331571564,1
"40849",1,0,0,0,0,0.784583331571564,1
"40850",1,0,0,0,0,0.784583331571564,1
"40851",1,0,0,0,0,0.784583331571564,1
"40852",1,0,0,0,0,0.784583331571564,1
"40853",1,0,0,0,0,0.784583331571564,1
"40854",1,0,0,0,0,0.784583331571564,1
"40855",1,0,0,0,0,0.784583331571564,1
"40856",1,0,0,0,0,0.784583331571564,1
"40857",1,0,0,0,0,0.784583331571564,1
"40858",1,0,0,0,0,0.784583331571564,1
"40859",1,0,0,0,0,0.784583331571564,1
"40860",1,0,0,0,0,0.784583331571564,1
"40861",1,0,0,0,0,0.784583331571564,1
"40862",1,0,0,0,0,0.784583331571564,1
"40863",1,0,0,0,0,0.784583331571564,1
"40864",1,0,0,0,0,0.784583331571564,1
"40865",1,0,0,0,0,0.784583331571564,1
"40866",1,0,0,0,0,0.784583331571564,1
"40867",1,0,0,0,0,0.784583331571564,1
"40868",1,0,0,0,0,0.784583331571564,1
"40869",1,0,0,0,0,0.784583331571564,1
"40870",1,0,0,0,0,0.784583331571564,1
"40871",1,0,0,0,0,0.784583331571564,1
"40872",1,0,0,0,0,0.784583331571564,1
"40873",1,0,0,0,0,0.784583331571564,1
"40874",1,0,0,0,0,0.784583331571564,1
"40875",1,0,0,0,0,0.784583331571564,1
"40876",1,0,0,0,0,0.784583331571564,1
"40877",1,0,0,0,0,0.784583331571564,1
"40878",1,0,0,0,0,0.784583331571564,1
"40879",1,0,0,0,0,0.784583331571564,1
"40880",1,0,0,0,0,0.784583331571564,1
"40881",1,0,0,0,0,0.784583331571564,1
"40882",1,0,0,0,0,0.784583331571564,1
"40883",1,0,0,0,0,0.784583331571564,1
"40884",1,0,0,0,0,0.784583331571564,1
"40885",1,0,0,0,0,0.784583331571564,1
"40886",1,0,0,0,0,0.784583331571564,1
"40887",1,0,0,0,0,0.784583331571564,1
"40888",1,0,0,0,0,0.784583331571564,1
"40889",1,0,0,0,0,0.784583331571564,1
"40890",1,0,0,0,0,0.784583331571564,1
"40891",1,0,0,0,0,0.784583331571564,1
"40892",1,0,0,0,0,0.784583331571564,1
"40893",1,0,0,0,0,0.784583331571564,1
"40894",1,0,0,0,0,0.784583331571564,1
"40895",1,0,0,0,0,0.784583331571564,1
"40896",1,0,0,0,0,0.784583331571564,1
"40897",1,0,0,0,0,0.784583331571564,1
"40898",1,0,0,0,0,0.784583331571564,1
"40899",1,0,0,0,0,0.784583331571564,1
"40900",1,0,0,0,0,0.784583331571564,1
"40901",1,0,0,0,0,0.784583331571564,1
"40902",1,0,0,0,0,0.784583331571564,1
"40903",1,0,0,0,0,0.784583331571564,1
"40904",1,0,0,0,0,0.784583331571564,1
"40905",1,0,0,0,0,0.784583331571564,1
"40906",1,0,0,0,0,0.784583331571564,1
"40907",1,0,0,0,0,0.784583331571564,1
"40908",1,0,0,0,0,0.784583331571564,1
"40909",1,0,0,0,0,0.784583331571564,1
"40910",1,0,0,0,0,0.784583331571564,1
"40911",1,0,0,0,0,0.784583331571564,1
"40912",1,0,0,0,0,0.784583331571564,1
"40913",1,0,0,0,0,0.784583331571564,1
"40914",1,0,0,0,0,0.784583331571564,1
"40915",1,0,0,0,0,0.784583331571564,1
"40916",1,0,0,0,0,0.784583331571564,1
"40917",1,0,0,0,0,0.784583331571564,1
"40918",1,0,0,0,0,0.784583331571564,1
"40919",1,0,0,0,0,0.784583331571564,1
"40920",1,0,0,0,0,0.784583331571564,1
"40921",1,0,0,0,0,0.784583331571564,1
"40922",1,0,0,0,0,0.784583331571564,1
"40923",1,0,0,0,0,0.784583331571564,1
"40924",1,0,0,0,0,0.784583331571564,1
"40925",1,0,0,0,0,0.784583331571564,1
"40926",1,0,0,0,0,0.784583331571564,1
"40927",1,0,0,0,0,0.784583331571564,1
"40928",1,0,0,0,0,0.784583331571564,1
"40929",1,0,0,0,0,0.784583331571564,1
"40930",1,0,0,0,0,0.784583331571564,1
"40931",1,0,0,0,0,0.784583331571564,1
"40932",1,0,0,0,0,0.784583331571564,1
"40933",1,0,0,0,0,0.784583331571564,1
"40934",1,0,0,0,0,0.784583331571564,1
"40935",1,0,0,0,0,0.784583331571564,1
"40936",1,0,0,0,0,0.784583331571564,1
"40937",1,0,0,0,0,0.784583331571564,1
"40938",1,0,0,0,0,0.784583331571564,1
"40939",1,0,0,0,0,0.784583331571564,1
"40940",1,0,0,0,0,0.784583331571564,1
"40941",1,0,0,0,0,0.784583331571564,1
"40942",1,0,0,0,0,0.784583331571564,1
"40943",1,0,0,0,0,0.784583331571564,1
"40944",1,0,0,0,0,0.784583331571564,1
"40945",1,0,0,0,0,0.784583331571564,1
"40946",1,0,0,0,0,0.784583331571564,1
"40947",1,0,0,0,0,0.784583331571564,1
"40948",1,0,0,0,0,0.784583331571564,1
"40949",1,0,0,0,0,0.784583331571564,1
"40950",1,0,0,0,0,0.784583331571564,1
"40951",1,0,0,0,0,0.784583331571564,1
"40952",1,0,0,0,0,0.784583331571564,1
"40953",1,0,0,0,0,0.784583331571564,1
"40954",1,0,0,0,0,0.784583331571564,1
"40955",1,0,0,0,0,0.784583331571564,1
"40956",1,0,0,0,0,0.784583331571564,1
"40957",1,0,0,0,0,0.784583331571564,1
"40958",1,0,0,0,0,0.784583331571564,1
"40959",1,0,0,0,0,0.784583331571564,1
"40960",1,0,0,0,0,0.784583331571564,1
"40961",1,0,0,0,0,0.784583331571564,1
"40962",1,0,0,0,0,0.784583331571564,1
"40963",1,0,0,0,0,0.784583331571564,1
"40964",1,0,0,0,0,0.784583331571564,1
"40965",1,0,0,0,0,0.784583331571564,1
